lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
34.108136060000014,64.31035099000005,2306072,Markaz Shahrak,Markaz Shahrak High School,3,1,4
34.107062760000076,64.50308604000001,2306073,Dotaye Dahna,Oshan School,2,1,3
34.108895200000184,64.51075208,2306097,Siya Khak,Dahn Manara Primary School,1,1,2
34.64460881000008,66.38086345000002,2307157,Shah-E-Ulya Qala,Qala Shahr Mosque,1,1,2
34.64942846000006,66.2526887400001,2307176,Aab Bareek Village,Aab Bareek School,1,1,2
34.51254542000004,69.17832659000004,0101007,Babaie Khudi,Mastori Ghori Secondary School,3,3,6
34.51221788000008,69.13766994000008,0101046,Kart-E-Chahar,Ministry Of Higher Education,3,3,6
34.53419224000013,69.15840707000004,0101065,Shahrara,Mohammad Alam Faizzad High School,4,3,7
34.46201736000011,69.16081630000004,0101144,Dugh Abad Shashdarak,Ibrahim Khalil Mosque,3,1,4
34.493485140000054,69.07323205000003,0101266,Hesa-E-Awal Dogh Abad,Imam Zaman Mosque,3,2,5
35.11851576000001,69.4512569400001,0203074,Shawrq Bolghen,Abdul Baqi Shaheed High School,2,1,3
35.03986571000003,69.17812120000009,0301034,"Parcha 13, Charikar City",Barak School,3,1,4
35.06910387000006,69.25814963,0304044,Haibat Khel,Haibat Khel Girls High School,2,1,3
35.12174064000007,69.2346734800001,0305054,Deh Mir Khan Village,Khalid Ibne Wlid School,3,1,4
34.04999870000007,70.70134450000006,0615381,Bar Abdul Khel,Bar Akbar Khel Miyaji Mosque,0,2,2
34.09181181000004,70.71671340000009,0615382,Garoko,Open Space,3,0,3
35.26499436000001,69.46889939000009,0802022,Shast,Rukha Hospital,4,2,6
35.25589922000003,69.46524204000008,0802023,Qabidan,Qabidan Girls High School,2,1,3
35.9195754700001,68.60419967000003,0902083,Haji Naiem Village,Larkhwabi Mosque,1,1,2
33.45263890000009,68.26733374000011,1104124,Distric Compound,Sher Ahmad School,4,2,6
33.43691413000013,67.44364266000007,1116295,Beelagho Village,Beelagho Village Secondary School,3,1,4
33.51718001000013,67.19728825000006,1118291,"Sangar Village, Khwaja Khel",Sangar Village Clinic,4,5,9
33.21694358000006,68.73937094000009,1201008,Osman,Maswas Primary School,0,3,3
33.139350000000064,68.83869444000004,1201016,Kari Khel,Market Mosque,0,3,3
32.93523768000006,68.64567451000006,1204048,Yahya Khel,Abdul Rahman Guest Hlosue,0,2,2
32.94492652,68.63553096000004,1204051,Ghayeb Khel,Nik Mohammad Male & Female Guest House & Mosque,4,0,4
32.30778429000004,68.99962528000003,1208125,Fatehuddin,Primary School,4,1,5
32.577443210000084,68.89004139000008,1208133,Zavlo Khel,Molla Dawlat Madrassa,4,0,4
33.690707120000035,63.86259882000014,2310196,Taitan,Shekh Mohammad Saghar School,3,1,4
33.69380454000003,63.85694650000001,2310197,Taitan,Saghar Girls High School,2,2,4
33.797788750000116,66.14199110000001,2401011,Hajdi,Hajdi Mosque,2,2,4
33.6796161100001,66.20959049000001,2402034,Azmok,Azmok Mosque,1,1,2
33.87193722000013,65.79809445000005,2405087,Watma,Dahn Surkh Qolak School,1,2,3
33.71138191000002,65.81729232,2406130,Sanginak,Sanginak Mosque,2,1,3
33.44774715000008,65.78278149000009,2406131,Royan,Royan Mosque,2,1,3
33.89666179000004,67.21982837000006,2407153,Palaas,Chahar Sad Khana Boys High School,1,2,3
34.17848290000012,65.9348184400001,2408078,Sirak,Dahan Sirak Mirasi Mosque,2,1,3
33.23751067000013,65.72234551000005,2409069,Khojo,Dahan Khojo Mosque,1,1,2
32.65182205000015,65.56464685000003,2502039,Anar Joy Village,Malk Khudai Dost Village School,3,1,4
31.97418876000004,66.72293797000005,2602028,Jaldak,Jaldak Hospital,4,0,4
31.61763037999999,65.7019314600001,2701038,D06 - Nahia 6,Zahir Shahi School,6,4,10
31.6755640000002,65.64360396000008,2702106,Tabeen,Shah Ashraf School,2,1,3
31.769191700000043,65.31724305000009,2707116,Lalak,Rahmatullah Private House,2,2,4
32.04967079000005,64.99970243000007,2709129,Washtan,Washtan Mosque,2,0,2
30.171433910000044,66.17452397000007,2714269,Karez Village,Haji Rozi Khan Private House,3,2,5
